"state","crime","incidents","victims"
"Uttar Pradesh","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",11156,11166
"Uttarakhand","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",392,392
"West Bengal","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",19302,19305
"A & N Islands","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",7,7
"Chandigarh","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",122,122
"D&N Haveli","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",6,6
"Daman & Diu","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",8,8
"Delhi","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",3877,3879
"Lakshadweep","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",2,2
"Puducherry","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",15,15
"Andhra Pradesh","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",1831,1831
"Arunachal Pradesh","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",10,10
"Assam","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",34,34
"Bihar","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",167,167
"Chhattisgarh","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",101,101
"Goa","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",32,35
"Gujarat","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",59,59
"Haryana","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",124,126
"Himachal Pradesh","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",49,49
"Jammu & Kashmir","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",153,153
"Jharkhand","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",13,13
"Karnataka","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",160,160
"Kerala","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",328,329
"Madhya Pradesh","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",358,358
"Maharashtra","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",924,958
"Manipur","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",5,5
"Meghalaya","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",17,17
"Mizoram","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",1,1
"Nagaland","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",8,8
"Odisha","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",437,437
"Punjab","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",10,10
"Rajasthan","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",15,15
"Sikkim","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",11,11
"Tamil Nadu","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",27,27
"Telangana","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",1003,1011
"Tripura","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",1,1
"Uttar Pradesh","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",35,35
"Uttarakhand","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",3,3
"West Bengal","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",449,449
"A & N Islands","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",2,2
"Chandigarh","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",13,13
"D&N Haveli","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",1,1
"Daman & Diu","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",2,2
"Delhi","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",918,921
"Lakshadweep","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",1,1
"Puducherry","Miscellaneous- Insult to the Modesty of Women-Sec 509 IPC",3,3
"Andhra Pradesh","Other IPC Crimes",35366,37362
"Arunachal Pradesh","Other IPC Crimes",457,388
"Assam","Other IPC Crimes",31409,31408
"Bihar","Other IPC Crimes",64997,68161
"Chhattisgarh","Other IPC Crimes",20926,20748
"Goa","Other IPC Crimes",397,449
"Gujarat","Other IPC Crimes",84430,74258
"Haryana","Other IPC Crimes",22925,22188
"Himachal Pradesh","Other IPC Crimes",6286,6375
"Jammu & Kashmir","Other IPC Crimes",7746,8144
"Jharkhand","Other IPC Crimes",12704,13919
"Karnataka","Other IPC Crimes",40456,41118
"Kerala","Other IPC Crimes",188246,159317
"Madhya Pradesh","Other IPC Crimes",127854,131123
"Maharashtra","Other IPC Crimes",69246,65506
"Manipur","Other IPC Crimes",537,228
"Meghalaya","Other IPC Crimes",613,373
"Mizoram","Other IPC Crimes",247,364
"Nagaland","Other IPC Crimes",107,103
"Odisha","Other IPC Crimes",22488,22828
"Punjab","Other IPC Crimes",10782,10588
"Rajasthan","Other IPC Crimes",63661,66154
"Sikkim","Other IPC Crimes",101,110
"Tamil Nadu","Other IPC Crimes",72734,69449
"Telangana","Other IPC Crimes",37946,38683
"Tripura","Other IPC Crimes",522,587
"Uttar Pradesh","Other IPC Crimes",74018,75556
"Uttarakhand","Other IPC Crimes",2720,2769
"West Bengal","Other IPC Crimes",55252,56301
"A & N Islands","Other IPC Crimes",162,138
"Chandigarh","Other IPC Crimes",593,404
"D&N Haveli","Other IPC Crimes",27,27
"Daman & Diu","Other IPC Crimes",29,29
"Delhi","Other IPC Crimes",19320,20174
"Lakshadweep","Other IPC Crimes",7,7
"Puducherry","Other IPC Crimes",1302,1334
"Andhra Pradesh","Total Cognizable IPC Crime",106774,119123
"Arunachal Pradesh","Total Cognizable IPC Crime",2534,2625
"Assam","Total Cognizable IPC Crime",102250,103334
"Bihar","Total Cognizable IPC Crime",164163,171057
"Chhattisgarh","Total Cognizable IPC Crime",55029,56038
"Goa","Total Cognizable IPC Crime",2692,4620
"Gujarat","Total Cognizable IPC Crime",147122,143510
"Haryana","Total Cognizable IPC Crime",88527,89282
"Himachal Pradesh","Total Cognizable IPC Crime",13386,14937
"Jammu & Kashmir","Total Cognizable IPC Crime",24501,27781
"Jharkhand","Total Cognizable IPC Crime",40710,43221
"Karnataka","Total Cognizable IPC Crime",148402,170188
"Kerala","Total Cognizable IPC Crime",260097,239680
"Madhya Pradesh","Total Cognizable IPC Crime",264418,275689
"Maharashtra","Total Cognizable IPC Crime",261714,262931
"Manipur","Total Cognizable IPC Crime",3170,3446
"Meghalaya","Total Cognizable IPC Crime",3366,3234
"Mizoram","Total Cognizable IPC Crime",2425,2632
"Nagaland","Total Cognizable IPC Crime",1376,1411
"Odisha","Total Cognizable IPC Crime",81460,83256
"Punjab","Total Cognizable IPC Crime",40007,41364
"Rajasthan","Total Cognizable IPC Crime",180398,183196
"Sikkim","Total Cognizable IPC Crime",809,1018
"Tamil Nadu","Total Cognizable IPC Crime",179896,199510
"Telangana","Total Cognizable IPC Crime",108991,113812
"Tripura","Total Cognizable IPC Crime",3933,4513
"Uttar Pradesh","Total Cognizable IPC Crime",282171,291603
"Uttarakhand","Total Cognizable IPC Crime",10867,11219
"West Bengal","Total Cognizable IPC Crime",176569,185755
"A & N Islands","Total Cognizable IPC Crime",802,855
"Chandigarh","Total Cognizable IPC Crime",2996,2880
"D&N Haveli","Total Cognizable IPC Crime",244,244
"Daman & Diu","Total Cognizable IPC Crime",271,318
"Delhi","Total Cognizable IPC Crime",209519,213548
"Lakshadweep","Total Cognizable IPC Crime",36,32
"Puducherry","Total Cognizable IPC Crime",4086,4598
